Citizenship,Undergraduate Institution,Undergraduate Major,GPA,Graduation Year,Graduate Degree of Interest,Top Choice,Second Choice,Gender,Ethnicity
Permanent Resident,University of Alabama,Chemical and Biological Engineering,3.82,2019,Ph.D. with Masters,Chemical Engineering,Biomedical Engineering,Male,White
U.S. Citizen,University of Alabama,Computer Science,3.3,2018,Masters,Computer Science/Engineering,Computer Information Systems,Male,White
U.S. Citizen,University of Alabama,Civil Engineering,4,2018,Ph.D. with Masters,Structural Engineering,Civil Engineering,Male,
U.S. Citizen,University of Alabama,Chemical Engineering,4,2018,Ph.D. with Masters,Chemical Engineering,Biomedical Engineering,Male,White
U.S. Citizen,University of Alabama,Electrical Engineering,3.8,2019,Ph.D. with Masters,Mathematics,Electrical Engineering,Male,White
U.S. Citizen,University of Alabama,Chemical Engineering,3.74,2019,Ph.D. with Masters,Petroleum Engineering,Biomedical Engineering,Male,American Indian or Alaska Native
U.S. Citizen,University of Alabama,Civil Engineering,3.05,2017,Masters,Civil Engineering,Structural Engineering,Male,White
International,University of Alabama,Computer Science,3.8,2018,Masters,Computer Science/Engineering,Mathematics,Male,Asian
U.S. Citizen,University of Alabama,Aerospace Engineering,4,2019,Ph.D. with Masters,Aerospace Engineering,Mechanical Engineering,Female,White
U.S. Citizen,University of Alabama,"Chemical Engineering, Chemistry",3.15,2019,Ph.D. with Masters,Materials Science/Polymers Engineering,Chemical Engineering,Female,White
U.S. Citizen,University of Alabama,Chemical and Biological Engineering,4,2018,Masters,Biological Engineering,Bioengineering,Female,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.95,2019,Masters,Architectural Engineering,Mechanical Engineering,Male,White
U.S. Citizen,University of Alabama,Computer Science,3.42,2018,Masters,Computer Science/Engineering,Electrical Engineering,Female,White
U.S. Citizen,University of Alabama,Chemical and Biological Engineering,4,2017,Masters,Biomedical Engineering,Biological Engineering,Male,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.71,2019,Ph.D. with Masters,Mechanical Engineering,Energy Engineering,Male,Black/African American
U.S. Citizen,University of Alabama,Mechanical Engineerign,3.84,2019,Ph.D. with Masters,Mechanical Engineering,Nuclear Engineering,Female,White
U.S. Citizen,University of Alabama,Civil Engineering,3.3,2019,Masters,Civil Engineering,Transportation Engineering,Male,White
U.S. Citizen,University of Alabama,Chemical Engineering,3.3,2018,Ph.D. with Masters,Chemical Engineering,Nuclear Engineering,Male,White
U.S. Citizen,University of Alabama,Aerospace Engineering,3.35,2018,Masters,Aerospace Engineering,Masters Business Administration,Male,White
U.S. Citizen,University of Alabama,Chemical Engineering,3.36,2018,Masters,Tissue Engineering,Biomedical Engineering,Female,White
U.S. Citizen,University of Alabama,Chemical and Biological Engineering,4,2020,Masters,Chemical Engineering,Energy Engineering,Female,White
U.S. Citizen,University of Alabama,Electrical engineering,3.46,2018,Masters,Electrical Engineering,Nanoscience Engineering,Male,White
U.S. Citizen,University of Alabama,Chemical Engineering/Microbiology,3.57,2019,Ph.D. with Masters,Bioengineering,Chemical Engineering,Male,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.96,2019,Ph.D. with Masters,Mechanical Engineering,Computer Science/Engineering,Male,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.59,2019,Online Master's,Aerospace Engineering,Applied Physics,Male,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.48,2017,Masters,Aerospace Engineering,MBA,Male,
U.S. Citizen,University of Alabama,Mechanical Engineering,3.27,2018,Masters,Aerospace Engineering,Mechanical Engineering,Male,White
U.S. Citizen,University of Alabama,Civil Engineering,3.93,2019,Masters,Architectural Engineering,Computer Information Systems,Male,White
U.S. Citizen,University of Alabama,Civil Engineering,4,2018,Masters,Civil Engineering,Structural Engineering,Female,White
International,University of Alabama,Chemical Engineering,3.99,2018,Ph.D. with Masters,Chemical Engineering,Biomedical Engineering,Male,
U.S. Citizen,University of Alabama,Chemical Engineering,3.66,2017,Ph.D. with Masters,Neural Engineering,Biomedical Engineering,Male,White
U.S. Citizen,University of Alabama,Aerospace Engineering,3.89,2019,Masters,Aerospace Engineering,Mechanical Engineering,Male,
U.S. Citizen,University of Alabama,Civil Engineering,3.1,2017,Masters,Civil Engineering,Architectural Engineering,Male,White
U.S. Citizen,University of Alabama,Chemical Engineering,3.5,2019,Masters,Chemical Engineering,Biomedical Engineering,Female,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.81,2018,Ph.D. with Masters,Mechanical Engineering,Aerospace Engineering,Male,
U.S. Citizen,University of Alabama,Mechanical Engineering,3.3,2019,Masters,Mechanical Engineering,Industrial/Systems Engineering,Male,
U.S. Citizen,University of Alabama,Aerospace Engineering,3.68,2019,Masters,Aerospace Engineering,Aerospace Engineering,Female,White
U.S. Citizen,University of Alabama,Chemical Engineering,3.8,2020,Ph.D. with Masters,Chemical Engineering,Climate/Space Sciences Engineering,Female,
U.S. Citizen,University of Alabama,Electrical Engineering and Mathematics,4,2019,Masters,Computer Science/Engineering,Computer Engineering,Male,White
U.S. Citizen,University of Alabama,Metallurgical and Materials Engineering,3.05,2018,Masters,Materials Science/Polymers Engineering,Chemical Engineering,Male,White
U.S. Citizen,University of Alabama,Metallurgical Engineering,4,2019,Masters,Materials Science/Polymers Engineering,Biomedical Engineering,Female,White
U.S. Citizen,University of Alabama,"Chemical Engineering, Chemistry",4,2019,Ph.D. with Masters,Chemical Engineering,Energy Engineering,Female,White
U.S. Citizen,University of Alabama,Computer Science,3.83,2017,Masters,Computer Science/Engineering,Computer Information Systems,Male,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.9,2018,Masters,MBA,Industrial/Systems Engineering,Male,
U.S. Citizen,University of Alabama,Mechanical Engineering,4,2019,Masters,Systems/Signals Engineering,Energy Engineering,Male,White
Permanent Resident,University of Alabama,Mechanical Engineering,3.31,2020,Masters,Biomedical Engineering,Mechanical Engineering,Female,White
U.S. Citizen,University of Alabama,Civil Engineering,3.24,2018,Masters,Ocean Engineering,Structural Engineering,Female,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.7,2018,Masters,Mechanical Engineering,Financial Engineering,Male,White
U.S. Citizen,University of Alabama,Chemical Engineering,3.98,2019,Masters,Masters in Business Administration,Chemical Engineering,Female,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.54,2019,Masters,Mechanical Engineering,Industrial/Systems Engineering,Male,
U.S. Citizen,University of Alabama,Architectural Engineering,3.7,2017,Masters,Architecture,Civil Engineering,Female,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.66,2018,Ph.D. with Masters,Mechanical Engineering,Environmental Engineering,Male,White
U.S. Citizen,University of Alabama,Chemical Engineering,3.84,2019,Masters,Materials Science/Polymers Engineering,Chemical Engineering,Female,White
U.S. Citizen,University of Alabama,Mechanical Engineering,4,2020,Masters,Mechanical Engineering,Petroleum Engineering,Male,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.72,2019,Masters,Mechanical Engineering,Automotive Engineering,Male,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3,2019,Masters,Mechanical Engineering,Agricultural Engineering,Male,Black/African American
U.S. Citizen,University of Alabama,Civil Engineering,3.54,2018,Masters,Environmental Engineering,Climate/Space Sciences Engineering,Female,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.88,2019,Masters,Mechanical Engineering,Biomedical Engineering,Male,White
U.S. Citizen,University of Alabama,"Computer Engineering, Physics",4,2019,Ph.D. with Masters,Computer Engineering,Computer Science/Engineering,Male,White
U.S. Citizen,University of Alabama,Civil Engineering,3.56,2017,Masters,Civil Engineering,Civil Engineering,Male,Black/African American
U.S. Citizen,University of Alabama,Aerospace Engineering,3.1,2018,Masters,Aerospace Engineering,Mechanical Engineering,Male,White
U.S. Citizen,University of Alabama,Mechanical engineering,3.79,2019,Masters,Mechanical Engineering,Optical Engineering,Male,White
U.S. Citizen,University of Alabama,Chemical Engineering,3.33,2018,Masters,Chemical Engineering,Biomedical Engineering,Female,White
International,University of Alabama,Mechanical Engineering,3.91,2018,Ph.D. with Masters,Electrical Engineering,Computer Science/Engineering,Male,Asian
U.S. Citizen,University of Alabama,Chemical Engineering,3.8,2017,Masters,Computer Information Systems,Chemical Engineering,Male,White
U.S. Citizen,University of Alabama,"Metallurgical & Materials Engineering, Physics (Astrophysics)",3.55,2018,Ph.D. with Masters,Aerospace Engineering,Applied Physics,Female,Hispanic
U.S. Citizen,University of Alabama,Chemical Engineering,3.81,2018,Masters,Bioengineering,Chemical Engineering,Female,White
U.S. Citizen,University of Alabama,Chemical engineering,3.4,2019,Masters,Biomedical Engineering,Tissue Engineering,Female,White
U.S. Citizen,University of Alabama,Chemical Engineering and Spanish,3.8,2020,Masters,Energy Engineering,Chemical Engineering,Female,White
U.S. Citizen,University of Alabama,Mechanical Engineering,4,2018,Ph.D. with Masters,Biomedical Engineering,Humanitarian Engineering,Female,White
U.S. Citizen,University of Alabama,Civil Engineering,3.03,2018,Masters,Industrial/Systems Engineering,Operations Engineering,Female,
U.S. Citizen,University of Alabama,Mechanical Engineering,3.92,2020,Ph.D. with Masters,Aerospace Engineering,Mechanical Engineering,Male,White
U.S. Citizen,University of Alabama,Mechanical engineering,3.49,2018,Online Master's,Optical Engineering,Structural Engineering,Female,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.75,2018,Masters,Environmental Engineering,Climate/Space Sciences Engineering,Female,
U.S. Citizen,University of Alabama,Mechanical Engineering and Mathematics,4,2019,Masters,Mechanical Engineering,Aerospace Engineering,Female,
U.S. Citizen,University of Alabama,Aerospace Engineering,3.94,2019,Masters,Aerospace Engineering,Mechanical Engineering,Male,White
U.S. Citizen,University of Alabama,"Electrical Engineering, Mathematics, Physics",3.75,2020,Ph.D. with Masters,Applied Physics,Computer Science/Engineering,Female,White
U.S. Citizen,University of Alabama,Aerospace Engineering and Physics,4,2018,Ph.D. with Masters,Aerospace Engineering,Mechanical Engineering,Male,White
U.S. Citizen,University of Alabama,Mechanical Engineering,4,2019,Masters,Mechanical Engineering,Aerospace Engineering,Female,
U.S. Citizen,University of Alabama,Mechanical Engineering,3.75,2019,Masters,Mechanical Engineering,Materials Science/Polymers Engineering,Male,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.54,2019,Masters,Mechanical Engineering,Computer Information Systems,Female,White
U.S. Citizen,University of Alabama,Chemical Engineering / Geology,3.87,2019,Masters,Chemical Engineering,Energy Engineering,Prefer not to answer,White
U.S. Citizen,University of Alabama,Electrical Engineering,4,2019,Ph.D. with Masters,Electrical Engineering,Robotics Engineering,Male,White
U.S. Citizen,University of Alabama,Chemical Engineering,3.54,2019,Ph.D. with Masters,Biomedical Engineering,Chemical Engineering,Female,Black/African American
U.S. Citizen,University of Alabama,Mechanical Engineering,3.77,2019,Ph.D. with Masters,Mechanical Engineering,Biomedical Engineering,Male,White
U.S. Citizen,University of Alabama,"Mechanical Engineering, Aero and Math Minors",3.92,2019,Ph.D. with Masters,Aerospace Engineering,Aeronautical/Astronautical,Male,White
U.S. Citizen,University of Alabama,Mechanical Engineering,4,2018,Masters,Mechanical Engineering,Civil Engineering,Male,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.73,2018,Masters,Mechanical Engineering,Civil Engineering,Female,White
U.S. Citizen,University of Alabama,Mechanical Engineering,3.32,2019,Masters,Mechanical Engineering,Business,Female,Black/African American
International,University of Alabama,Computer Science,3.17,2018,Ph.D. with Masters,Computer Science/Engineering,Computer Engineering,Female,Asian
International,University of Alabama,Mechanical Engineering,3.11,2018,Masters,Mechanical Engineering,Aerospace Engineering,Male,Asian
International,University of Alabama,Construction engineering,4,2018,Masters,Civil Engineering,Architectural Engineering,Female,Asian
U.S. Citizen,University of Alabama,Computer Science,3.68,2019,Masters,Robotics Engineering,Mechanical Engineering,Male,White
International,University of Alabama,Chemical Engineering,3.55,2018,Ph.D. with Masters,Chemical Engineering,Biomedical Engineering,Male,
